Bancs,camera,zone,Pop,5_degres_C_TMG_j,Aire_sous_la_courbe,15_j,16_j,17_j,18_j,19_j,20_j,21_j
4.0,2.0,14.0,802,17.75,1280.0,4.0,4.0,4.0,4.0,8.0,12.0,16.0
3.0,1.0,31.0,802,14.69,7360.0,24.0,40.0,40.0,40.0,40.0,48.0,48.0
3.0,2.0,13.0,802,15.58,4224.0,20.0,24.0,24.0,32.0,32.0,32.0,32.0
3.0,2.0,25.0,802,16.75,1664.0,4.0,8.0,8.0,12.0,12.0,16.0,16.0
3.0,2.0,46.0,802,14.67,3696.0,12.0,24.0,24.0,24.0,24.0,24.0,24.0
3.0,2.0,21.0,802,13.98,6136.0,20.0,28.0,36.0,36.0,36.0,36.0,36.0
3.0,4.0,35.0,802,17.49,4144.0,4.0,20.0,24.0,28.0,32.0,44.0,48.0
3.0,1.0,24.0,802,15.12,4008.0,8.0,16.0,20.0,20.0,24.0,24.0,28.0
3.0,2.0,11.0,802,16.7,4632.0,12.0,20.0,24.0,36.0,40.0,40.0,44.0
3.0,2.0,45.0,802,17.35,3944.0,4.0,12.0,28.0,28.0,32.0,40.0,44.0
3.0,2.0,16.0,802,15.72,4632.0,12.0,20.0,24.0,32.0,36.0,36.0,36.0
3.0,3.0,36.0,802,16.92,1600.0,4.0,4.0,4.0,8.0,16.0,16.0,16.0
3.0,2.0,12.0,802,17.54,1360.0,0.0,8.0,8.0,8.0,8.0,16.0,16.0
4.0,3.0,15.0,802,17.53,1704.0,4.0,4.0,8.0,12.0,12.0,16.0,20.0
3.0,4.0,11.0,802,16.78,3720.0,4.0,16.0,20.0,28.0,32.0,36.0,36.0
3.0,4.0,42.0,802,17.33,3240.0,4.0,8.0,12.0,28.0,32.0,36.0,36.0
3.0,2.0,15.0,802,15.83,2520.0,8.0,12.0,16.0,16.0,16.0,16.0,20.0
4.0,2.0,21.0,802,17.44,3848.0,0.0,16.0,20.0,20.0,36.0,44.0,44.0
3.0,1.0,44.0,802,15.98,3920.0,12.0,12.0,28.0,28.0,32.0,32.0,32.0
3.0,1.0,33.0,802,15.53,2664.0,4.0,16.0,20.0,20.0,20.0,20.0,20.0
4.0,1.0,12.0,802,17.01,6256.0,8.0,24.0,44.0,48.0,52.0,56.0,64.0
4.0,4.0,25.0,802,15.54,8512.0,20.0,40.0,56.0,56.0,60.0,60.0,64.0
3.0,1.0,43.0,802,14.74,4264.0,16.0,24.0,24.0,24.0,24.0,28.0,28.0
4.0,3.0,32.0,802,16.81,2464.0,4.0,8.0,16.0,20.0,20.0,24.0,24.0
4.0,2.0,11.0,802,16.53,2624.0,8.0,12.0,12.0,16.0,20.0,20.0,24.0
3.0,1.0,12.0,802,15.28,1672.0,8.0,8.0,8.0,8.0,12.0,12.0,12.0
3.0,3.0,25.0,802,16.35,4088.0,8.0,16.0,28.0,28.0,36.0,36.0,36.0
4.0,4.0,43.0,802,16.23,3728.0,12.0,16.0,24.0,24.0,28.0,32.0,32.0
3.0,1.0,12.0,802,14.52,6304.0,24.0,28.0,32.0,32.0,36.0,36.0,40.0
3.0,4.0,36.0,802,15.52,4272.0,8.0,16.0,28.0,28.0,28.0,32.0,32.0
3.0,4.0,14.0,802,15.54,4256.0,16.0,24.0,28.0,28.0,28.0,28.0,32.0
4.0,1.0,25.0,802,17.57,3376.0,8.0,12.0,20.0,20.0,24.0,36.0,40.0
4.0,1.0,33.0,802,17.29,4728.0,8.0,16.0,24.0,32.0,36.0,48.0,52.0
3.0,3.0,11.0,802,15.46,4320.0,8.0,20.0,28.0,32.0,32.0,32.0,32.0
3.0,3.0,21.0,802,14.09,10736.0,40.0,52.0,56.0,64.0,64.0,64.0,64.0
4.0,3.0,44.0,802,16.1,10056.0,24.0,52.0,64.0,68.0,76.0,84.0,84.0
4.0,2.0,24.0,802,17.55,5768.0,8.0,12.0,32.0,44.0,48.0,64.0,68.0
3.0,3.0,41.0,802,15.74,7688.0,16.0,32.0,40.0,44.0,52.0,56.0,60.0
4.0,3.0,13.0,802,18.15,2256.0,0.0,4.0,12.0,20.0,20.0,24.0,32.0
3.0,4.0,26.0,802,15.47,2696.0,4.0,16.0,20.0,20.0,20.0,20.0,20.0
3.0,3.0,32.0,802,15.9,6960.0,16.0,24.0,32.0,48.0,48.0,52.0,56.0
4.0,3.0,45.0,802,15.73,7704.0,24.0,32.0,48.0,48.0,56.0,56.0,60.0
3.0,1.0,31.0,802,14.07,10768.0,44.0,52.0,60.0,64.0,64.0,64.0,64.0
4.0,3.0,45.0,802,15.44,5960.0,24.0,32.0,32.0,36.0,40.0,40.0,44.0
3.0,3.0,24.0,802,14.44,3824.0,16.0,16.0,16.0,20.0,24.0,24.0,24.0
3.0,4.0,14.0,802,15.58,5816.0,16.0,24.0,28.0,40.0,44.0,44.0,44.0
3.0,1.0,41.0,802,14.97,11144.0,44.0,52.0,64.0,72.0,76.0,76.0,76.0
4.0,3.0,34.0,802,14.73,12192.0,52.0,64.0,76.0,76.0,76.0,76.0,80.0
4.0,3.0,24.0,802,16.85,4472.0,8.0,12.0,28.0,32.0,32.0,44.0,44.0
4.0,2.0,46.0,802,16.6,6032.0,4.0,20.0,32.0,48.0,56.0,56.0,56.0
4.0,3.0,36.0,802,15.3,5552.0,20.0,20.0,28.0,32.0,36.0,40.0,40.0
4.0,1.0,42.0,802,16.13,7128.0,20.0,28.0,48.0,52.0,56.0,56.0,60.0
4.0,3.0,46.0,802,14.79,9064.0,40.0,56.0,56.0,56.0,56.0,60.0,60.0
3.0,3.0,22.0,802,15.45,3784.0,4.0,20.0,24.0,28.0,28.0,28.0,28.0
4.0,4.0,14.0,802,15.74,8728.0,24.0,40.0,52.0,60.0,60.0,64.0,68.0
4.0,2.0,16.0,802,15.95,4928.0,12.0,16.0,20.0,28.0,36.0,36.0,40.0
4.0,1.0,15.0,802,14.47,3808.0,16.0,16.0,20.0,20.0,20.0,20.0,24.0
4.0,2.0,35.0,802,16.88,4032.0,8.0,20.0,20.0,24.0,32.0,40.0,40.0
4.0,3.0,45.0,802,15.83,2520.0,8.0,8.0,8.0,16.0,20.0,20.0,20.0
3.0,2.0,32.0,802,16.9,3216.0,8.0,12.0,16.0,24.0,28.0,32.0,32.0
3.0,1.0,36.0,802,16.17,6136.0,20.0,24.0,36.0,40.0,48.0,52.0,52.0
3.0,2.0,12.0,802,16.36,4984.0,8.0,16.0,24.0,32.0,40.0,44.0,44.0
4.0,2.0,11.0,802,16.95,9128.0,16.0,28.0,32.0,68.0,72.0,80.0,92.0
4.0,4.0,46.0,802,17.06,6960.0,12.0,28.0,40.0,52.0,56.0,68.0,72.0
4.0,1.0,16.0,802,15.5,7504.0,16.0,32.0,36.0,44.0,56.0,56.0,56.0
4.0,4.0,35.0,802,17.15,4528.0,8.0,16.0,24.0,32.0,40.0,40.0,48.0
4.0,4.0,15.0,802,16.06,4344.0,12.0,28.0,28.0,32.0,32.0,32.0,36.0
3.0,3.0,44.0,802,16.42,4480.0,8.0,12.0,28.0,32.0,36.0,40.0,40.0
4.0,2.0,31.0,802,16.67,3816.0,8.0,8.0,16.0,28.0,32.0,36.0,36.0
3.0,2.0,41.0,802,16.71,5040.0,12.0,16.0,28.0,36.0,40.0,44.0,48.0
3.0,3.0,12.0,802,15.62,6824.0,16.0,28.0,40.0,48.0,52.0,52.0,52.0
4.0,4.0,26.0,802,17.06,5016.0,4.0,24.0,32.0,36.0,40.0,44.0,52.0
3.0,3.0,44.0,802,16.82,5320.0,8.0,24.0,36.0,36.0,40.0,48.0,52.0
4.0,2.0,25.0,802,17.75,3840.0,0.0,12.0,16.0,28.0,36.0,40.0,48.0
4.0,1.0,14.0,802,15.87,7008.0,16.0,28.0,36.0,44.0,52.0,56.0,56.0
4.0,1.0,32.0,802,14.9,10088.0,24.0,56.0,64.0,64.0,64.0,64.0,68.0
4.0,3.0,12.0,802,15.25,11752.0,52.0,56.0,64.0,76.0,80.0,84.0,84.0
3.0,1.0,33.0,802,15.76,8680.0,24.0,48.0,48.0,60.0,64.0,68.0,68.0
4.0,1.0,43.0,802,16.7,4208.0,8.0,16.0,24.0,24.0,32.0,36.0,40.0
3.0,1.0,41.0,802,14.83,6600.0,28.0,32.0,36.0,40.0,40.0,40.0,44.0
3.0,1.0,13.0,802,17.28,4744.0,8.0,16.0,20.0,28.0,44.0,48.0,52.0
3.0,1.0,36.0,802,16.42,6712.0,20.0,28.0,36.0,48.0,56.0,56.0,60.0
4.0,3.0,16.0,802,17.88,3992.0,8.0,12.0,20.0,28.0,32.0,40.0,52.0
3.0,2.0,14.0,802,16.95,4360.0,8.0,8.0,28.0,28.0,32.0,44.0,44.0
3.0,4.0,13.0,802,15.1,4024.0,8.0,24.0,24.0,24.0,28.0,28.0,28.0
4.0,2.0,15.0,802,18.27,1352.0,0.0,0.0,8.0,8.0,12.0,20.0,20.0
4.0,3.0,12.0,802,17.85,2480.0,4.0,4.0,16.0,16.0,20.0,32.0,32.0
4.0,3.0,14.0,802,16.07,6736.0,8.0,28.0,36.0,48.0,52.0,52.0,56.0
3.0,1.0,44.0,802,14.97,6456.0,24.0,28.0,28.0,36.0,40.0,44.0,44.0
3.0,3.0,31.0,802,14.75,11560.0,40.0,52.0,64.0,68.0,72.0,76.0,76.0
4.0,4.0,36.0,802,13.47,12424.0,40.0,52.0,60.0,64.0,68.0,68.0,68.0
4.0,3.0,12.0,802,16.77,4552.0,12.0,20.0,28.0,28.0,32.0,40.0,44.0
4.0,1.0,44.0,802,16.64,5120.0,4.0,12.0,28.0,36.0,40.0,40.0,48.0
3.0,1.0,45.0,802,14.62,6208.0,20.0,36.0,36.0,36.0,40.0,40.0,40.0
3.0,3.0,22.0,802,18.13,2552.0,4.0,4.0,16.0,16.0,24.0,28.0,36.0
4.0,4.0,12.0,802,15.7,4648.0,16.0,16.0,20.0,28.0,32.0,32.0,36.0
3.0,2.0,24.0,802,15.3,8328.0,24.0,36.0,56.0,56.0,56.0,56.0,60.0
4.0,4.0,32.0,802,13.61,13640.0,60.0,68.0,76.0,76.0,76.0,76.0,76.0
3.0,3.0,34.0,802,15.53,6400.0,20.0,28.0,32.0,40.0,48.0,48.0,48.0
3.0,3.0,43.0,802,16.95,7544.0,8.0,24.0,44.0,56.0,72.0,72.0,76.0
4.0,4.0,32.0,802,16.9,8424.0,12.0,24.0,44.0,72.0,76.0,80.0,84.0
3.0,3.0,16.0,802,17.19,5608.0,16.0,20.0,32.0,40.0,52.0,52.0,60.0
3.0,2.0,31.0,802,15.64,5752.0,16.0,20.0,28.0,36.0,40.0,40.0,44.0
3.0,1.0,12.0,802,15.99,7824.0,20.0,32.0,44.0,56.0,64.0,64.0,64.0
4.0,4.0,21.0,802,16.56,3472.0,8.0,16.0,20.0,20.0,28.0,28.0,32.0
3.0,3.0,33.0,802,15.85,10048.0,28.0,48.0,68.0,72.0,76.0,76.0,80.0
4.0,3.0,43.0,802,14.6,13080.0,56.0,68.0,72.0,80.0,80.0,80.0,84.0
4.0,4.0,44.0,802,15.47,7000.0,16.0,24.0,36.0,44.0,52.0,52.0,52.0
4.0,2.0,43.0,802,17.77,3184.0,0.0,8.0,12.0,20.0,32.0,40.0,40.0
3.0,3.0,12.0,802,15.36,7144.0,24.0,32.0,44.0,44.0,48.0,48.0,52.0
4.0,3.0,26.0,802,15.26,9496.0,28.0,36.0,56.0,56.0,60.0,60.0,68.0
4.0,1.0,25.0,802,16.49,7496.0,12.0,36.0,44.0,52.0,60.0,64.0,68.0
4.0,4.0,35.0,802,16.68,6344.0,16.0,28.0,36.0,40.0,48.0,56.0,60.0
3.0,4.0,36.0,802,15.0,11680.0,36.0,56.0,72.0,72.0,76.0,80.0,80.0
4.0,3.0,31.0,802,14.24,13800.0,64.0,68.0,84.0,84.0,84.0,84.0,84.0
4.0,2.0,12.0,802,16.43,8048.0,16.0,36.0,48.0,60.0,64.0,68.0,72.0
4.0,4.0,21.0,802,15.45,9728.0,32.0,44.0,56.0,68.0,72.0,72.0,72.0
3.0,2.0,42.0,802,16.04,3872.0,8.0,20.0,28.0,28.0,32.0,32.0,32.0
3.0,2.0,41.0,802,15.0,7008.0,24.0,28.0,36.0,40.0,44.0,48.0,48.0
3.0,1.0,21.0,802,17.13,5688.0,8.0,16.0,20.0,44.0,52.0,60.0,60.0
4.0,1.0,35.0,802,16.15,6624.0,20.0,32.0,40.0,48.0,52.0,52.0,56.0
4.0,1.0,43.0,802,16.04,6784.0,12.0,20.0,48.0,56.0,56.0,56.0,56.0
4.0,4.0,31.0,802,15.76,8680.0,28.0,44.0,48.0,52.0,56.0,60.0,68.0
3.0,2.0,24.0,802,16.27,6008.0,12.0,28.0,40.0,40.0,44.0,48.0,52.0
4.0,3.0,33.0,802,15.68,5704.0,24.0,32.0,32.0,36.0,40.0,40.0,44.0
4.0,1.0,21.0,802,16.17,9440.0,12.0,36.0,60.0,68.0,80.0,80.0,80.0
4.0,3.0,13.0,802,14.77,9696.0,32.0,48.0,60.0,64.0,64.0,64.0,64.0
4.0,1.0,42.0,802,16.92,4800.0,8.0,16.0,24.0,28.0,32.0,40.0,48.0
4.0,4.0,22.0,802,16.12,6200.0,8.0,28.0,40.0,44.0,48.0,52.0,52.0
3.0,4.0,35.0,802,16.82,4912.0,8.0,16.0,28.0,36.0,44.0,44.0,48.0
3.0,1.0,11.0,802,15.01,9328.0,32.0,44.0,56.0,56.0,60.0,60.0,64.0
4.0,4.0,42.0,802,14.54,8168.0,32.0,32.0,40.0,48.0,48.0,52.0,52.0
4.0,3.0,43.0,802,17.0,3920.0,4.0,12.0,24.0,28.0,36.0,40.0,40.0
3.0,2.0,15.0,802,15.43,10848.0,32.0,52.0,56.0,72.0,76.0,80.0,80.0
4.0,4.0,13.0,802,14.74,8528.0,32.0,40.0,48.0,52.0,56.0,56.0,56.0
3.0,2.0,34.0,802,17.77,2544.0,0.0,4.0,16.0,20.0,28.0,28.0,32.0
4.0,1.0,33.0,802,18.48,1752.0,0.0,0.0,0.0,12.0,20.0,28.0,28.0
3.0,1.0,32.0,802,15.43,7600.0,16.0,28.0,44.0,52.0,52.0,56.0,56.0
4.0,3.0,11.0,802,17.97,3880.0,0.0,12.0,20.0,24.0,36.0,44.0,52.0
3.0,2.0,32.0,802,16.22,5600.0,20.0,32.0,36.0,40.0,40.0,40.0,48.0
4.0,4.0,33.0,802,16.76,6232.0,4.0,12.0,28.0,48.0,56.0,60.0,60.0
3.0,1.0,16.0,802,15.65,6256.0,20.0,40.0,40.0,44.0,48.0,48.0,48.0
3.0,1.0,34.0,802,15.05,9264.0,32.0,48.0,56.0,60.0,64.0,64.0,64.0
4.0,4.0,23.0,802,16.36,6352.0,24.0,28.0,40.0,40.0,48.0,52.0,56.0
4.0,1.0,13.0,802,16.94,6368.0,12.0,20.0,44.0,52.0,52.0,52.0,64.0
4.0,4.0,45.0,802,16.51,5704.0,16.0,24.0,32.0,40.0,48.0,48.0,52.0
3.0,1.0,24.0,802,15.73,8224.0,20.0,36.0,52.0,60.0,64.0,64.0,64.0
4.0,4.0,11.0,802,16.75,4160.0,4.0,16.0,20.0,32.0,36.0,40.0,40.0
4.0,1.0,26.0,802,17.94,3320.0,4.0,4.0,12.0,20.0,32.0,44.0,44.0
4.0,1.0,32.0,802,16.88,5648.0,12.0,32.0,36.0,36.0,40.0,48.0,56.0
4.0,4.0,23.0,802,16.17,3304.0,8.0,12.0,20.0,24.0,28.0,28.0,28.0
3.0,3.0,11.0,802,16.59,5608.0,12.0,24.0,32.0,40.0,44.0,52.0,52.0
4.0,4.0,33.0,802,17.35,3584.0,8.0,8.0,16.0,24.0,32.0,36.0,40.0
4.0,1.0,24.0,802,15.61,4728.0,12.0,20.0,28.0,36.0,36.0,36.0,36.0
3.0,4.0,34.0,802,16.53,4368.0,16.0,20.0,28.0,28.0,28.0,40.0,40.0
4.0,4.0,31.0,802,16.78,2480.0,8.0,8.0,12.0,12.0,16.0,20.0,24.0
3.0,1.0,25.0,802,15.14,3424.0,4.0,12.0,16.0,24.0,24.0,24.0,24.0
3.0,2.0,42.0,802,16.62,3000.0,4.0,12.0,20.0,24.0,28.0,28.0,28.0
4.0,3.0,34.0,802,16.78,4960.0,8.0,24.0,32.0,36.0,44.0,44.0,48.0
3.0,1.0,22.0,802,16.0,4392.0,8.0,20.0,28.0,32.0,36.0,36.0,36.0
3.0,3.0,42.0,802,16.51,5704.0,16.0,20.0,40.0,40.0,44.0,52.0,52.0
4.0,3.0,46.0,802,16.01,7792.0,20.0,28.0,48.0,52.0,64.0,64.0,64.0
4.0,1.0,45.0,802,17.53,2048.0,4.0,4.0,16.0,16.0,16.0,16.0,24.0
3.0,4.0,22.0,802,17.17,1880.0,4.0,4.0,12.0,12.0,16.0,16.0,20.0
3.0,2.0,31.0,802,15.72,8240.0,32.0,40.0,48.0,52.0,56.0,56.0,64.0
4.0,4.0,14.0,802,18.22,824.0,0.0,4.0,4.0,4.0,4.0,12.0,12.0
3.0,4.0,33.0,802,17.14,4920.0,12.0,12.0,16.0,36.0,40.0,52.0,52.0
4.0,4.0,23.0,802,16.51,5704.0,8.0,20.0,36.0,44.0,52.0,52.0,52.0
3.0,1.0,45.0,802,15.41,8720.0,28.0,36.0,52.0,56.0,60.0,64.0,64.0
4.0,2.0,46.0,802,14.97,9392.0,32.0,36.0,56.0,60.0,64.0,64.0,64.0
4.0,3.0,33.0,802,15.38,9856.0,44.0,52.0,56.0,56.0,64.0,72.0,72.0
3.0,4.0,44.0,802,16.27,2312.0,4.0,12.0,12.0,16.0,20.0,20.0,20.0
4.0,2.0,22.0,802,16.27,6464.0,16.0,24.0,36.0,36.0,48.0,52.0,56.0
4.0,1.0,36.0,802,16.05,8216.0,20.0,24.0,44.0,60.0,68.0,68.0,68.0
4.0,4.0,16.0,802,15.92,6944.0,20.0,28.0,44.0,48.0,52.0,56.0,56.0
3.0,2.0,11.0,802,16.24,5584.0,12.0,24.0,32.0,32.0,44.0,48.0,48.0
3.0,1.0,34.0,802,16.29,7816.0,16.0,40.0,44.0,52.0,60.0,68.0,68.0
3.0,3.0,42.0,802,16.05,6768.0,12.0,32.0,40.0,44.0,52.0,56.0,56.0
3.0,1.0,46.0,802,15.6,7896.0,20.0,36.0,44.0,48.0,56.0,60.0,60.0
3.0,1.0,45.0,802,15.68,6224.0,24.0,24.0,32.0,44.0,48.0,48.0,48.0
3.0,2.0,42.0,802,16.22,5600.0,16.0,28.0,36.0,36.0,40.0,44.0,48.0
3.0,4.0,21.0,802,15.67,7280.0,20.0,32.0,44.0,48.0,52.0,52.0,56.0
4.0,4.0,26.0,802,14.76,10928.0,44.0,44.0,56.0,64.0,64.0,72.0,72.0
3.0,4.0,21.0,802,15.65,8352.0,32.0,40.0,44.0,52.0,52.0,60.0,64.0
4.0,4.0,36.0,802,15.86,10032.0,32.0,44.0,52.0,64.0,68.0,76.0,80.0
3.0,3.0,15.0,802,15.7,9816.0,32.0,44.0,56.0,64.0,64.0,72.0,76.0
4.0,4.0,33.0,802,16.27,9704.0,24.0,40.0,60.0,72.0,76.0,76.0,84.0
3.0,1.0,35.0,802,16.94,5176.0,16.0,20.0,32.0,36.0,40.0,48.0,52.0
4.0,1.0,44.0,802,16.67,5512.0,12.0,24.0,28.0,36.0,44.0,52.0,52.0
3.0,3.0,26.0,802,16.01,6816.0,20.0,32.0,40.0,40.0,40.0,52.0,56.0
4.0,2.0,34.0,802,17.45,3832.0,0.0,8.0,20.0,28.0,36.0,44.0,44.0
4.0,4.0,36.0,802,17.23,5544.0,12.0,24.0,28.0,40.0,44.0,52.0,60.0
3.0,2.0,44.0,802,14.36,11616.0,36.0,52.0,64.0,64.0,68.0,72.0,72.0
4.0,3.0,44.0,802,16.19,7048.0,20.0,28.0,44.0,52.0,56.0,56.0,60.0
4.0,3.0,44.0,802,16.67,5512.0,8.0,20.0,24.0,36.0,40.0,44.0,52.0
3.0,3.0,13.0,802,16.78,7848.0,16.0,32.0,40.0,48.0,56.0,64.0,76.0
4.0,4.0,46.0,802,16.45,8456.0,16.0,24.0,48.0,72.0,76.0,76.0,76.0
4.0,2.0,23.0,802,16.03,7760.0,20.0,24.0,40.0,44.0,52.0,64.0,64.0
3.0,3.0,14.0,802,15.89,9968.0,20.0,40.0,56.0,68.0,76.0,80.0,80.0
4.0,4.0,43.0,802,15.92,8928.0,28.0,36.0,48.0,56.0,68.0,72.0,72.0
4.0,4.0,22.0,802,17.76,4464.0,4.0,4.0,16.0,32.0,48.0,56.0,56.0
4.0,2.0,42.0,802,17.44,4896.0,4.0,20.0,28.0,36.0,44.0,48.0,56.0
3.0,3.0,22.0,802,16.03,8248.0,16.0,40.0,48.0,60.0,60.0,60.0,68.0
3.0,1.0,42.0,815,16.9,5224.0,12.0,20.0,28.0,36.0,48.0,48.0,52.0
4.0,4.0,21.0,815,16.81,2464.0,0.0,8.0,8.0,20.0,24.0,24.0,24.0
3.0,4.0,26.0,815,16.64,2560.0,0.0,4.0,24.0,24.0,24.0,24.0,24.0
3.0,1.0,33.0,815,16.51,6144.0,8.0,24.0,32.0,44.0,52.0,52.0,56.0
4.0,1.0,44.0,815,17.56,2032.0,0.0,0.0,12.0,16.0,20.0,24.0,24.0
3.0,2.0,15.0,815,16.97,6320.0,12.0,20.0,40.0,48.0,56.0,60.0,64.0
4.0,3.0,23.0,815,19.61,424.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0
4.0,2.0,46.0,815,16.57,3896.0,8.0,16.0,24.0,24.0,24.0,28.0,36.0
3.0,2.0,22.0,815,16.76,5808.0,8.0,20.0,36.0,40.0,52.0,52.0,56.0
4.0,2.0,13.0,815,18.53,1224.0,0.0,0.0,0.0,4.0,16.0,20.0,20.0
4.0,1.0,32.0,815,17.3,1816.0,4.0,12.0,12.0,12.0,12.0,16.0,20.0
3.0,2.0,33.0,815,16.64,5968.0,8.0,24.0,32.0,44.0,52.0,52.0,56.0
3.0,3.0,23.0,815,17.08,3840.0,12.0,12.0,16.0,24.0,32.0,36.0,40.0
3.0,4.0,24.0,815,15.19,3392.0,12.0,20.0,20.0,20.0,20.0,20.0,24.0
3.0,3.0,16.0,815,16.89,3624.0,8.0,20.0,24.0,24.0,28.0,32.0,36.0
3.0,1.0,31.0,815,15.69,8288.0,28.0,40.0,52.0,52.0,60.0,64.0,64.0
3.0,2.0,35.0,815,17.17,2256.0,4.0,4.0,16.0,20.0,20.0,24.0,24.0
3.0,2.0,11.0,815,16.4,6288.0,16.0,20.0,32.0,48.0,52.0,52.0,56.0
3.0,4.0,35.0,815,16.9,2008.0,0.0,4.0,12.0,16.0,20.0,20.0,20.0
3.0,1.0,14.0,815,16.26,6952.0,12.0,28.0,44.0,52.0,56.0,56.0,60.0
4.0,3.0,42.0,815,17.02,2728.0,0.0,8.0,16.0,24.0,24.0,24.0,28.0
4.0,3.0,33.0,815,14.83,600.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3.0,4.0,22.0,815,16.59,3880.0,16.0,20.0,20.0,24.0,24.0,32.0,36.0
4.0,3.0,46.0,815,17.59,3016.0,8.0,8.0,12.0,12.0,24.0,32.0,36.0
4.0,4.0,35.0,815,16.35,3632.0,8.0,12.0,16.0,28.0,32.0,32.0,32.0
4.0,4.0,34.0,815,18.24,1912.0,0.0,0.0,4.0,12.0,20.0,28.0,28.0
4.0,1.0,34.0,815,17.2,1864.0,0.0,0.0,8.0,20.0,20.0,20.0,20.0
3.0,3.0,14.0,815,16.72,3768.0,8.0,12.0,16.0,28.0,32.0,36.0,36.0
4.0,4.0,12.0,815,17.12,4184.0,4.0,12.0,16.0,40.0,44.0,44.0,44.0
4.0,2.0,35.0,815,18.22,824.0,0.0,0.0,4.0,4.0,8.0,8.0,12.0
3.0,1.0,15.0,815,16.29,6448.0,16.0,24.0,40.0,44.0,52.0,56.0,56.0
3.0,3.0,15.0,815,17.08,2304.0,4.0,8.0,12.0,16.0,20.0,20.0,24.0
4.0,2.0,33.0,815,18.35,2096.0,0.0,4.0,8.0,12.0,24.0,28.0,32.0
4.0,1.0,41.0,815,17.57,1688.0,4.0,4.0,8.0,12.0,12.0,20.0,20.0
4.0,2.0,11.0,815,17.19,3368.0,4.0,4.0,12.0,20.0,28.0,36.0,36.0
3.0,1.0,24.0,815,15.57,7408.0,16.0,40.0,56.0,56.0,56.0,56.0,56.0
3.0,3.0,31.0,815,17.0,3528.0,4.0,8.0,28.0,28.0,28.0,32.0,36.0
