Bancs,camera,zone,Pop,5_degres_C_TMG_j,Aire_sous_la_courbe,15_j,16_j,17_j,18_j,19_j,20_j,21_j
4.0,2.0,21.0,815,17.75,2560.0,0.0,4.0,16.0,20.0,24.0,28.0,32.0
4.0,3.0,15.0,815,16.81,2872.0,8.0,12.0,16.0,16.0,16.0,24.0,28.0
3.0,4.0,42.0,815,17.14,4168.0,4.0,12.0,28.0,36.0,36.0,40.0,44.0
3.0,4.0,23.0,815,14.71,4896.0,20.0,24.0,24.0,24.0,32.0,32.0,32.0
4.0,2.0,14.0,815,16.62,3000.0,4.0,12.0,20.0,24.0,24.0,28.0,28.0
3.0,1.0,45.0,815,15.45,5408.0,12.0,16.0,28.0,36.0,40.0,40.0,40.0
4.0,3.0,32.0,815,17.75,1280.0,0.0,4.0,4.0,4.0,16.0,16.0,16.0
3.0,2.0,16.0,815,17.63,3312.0,0.0,12.0,20.0,20.0,32.0,40.0,40.0
4.0,2.0,34.0,815,15.67,3120.0,4.0,16.0,16.0,24.0,24.0,24.0,24.0
3.0,4.0,41.0,815,13.25,1504.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0
3.0,3.0,11.0,815,17.54,2720.0,0.0,8.0,8.0,20.0,28.0,32.0,32.0
3.0,3.0,35.0,815,16.92,5192.0,4.0,12.0,32.0,36.0,40.0,48.0,52.0
4.0,3.0,22.0,815,17.95,3008.0,8.0,8.0,12.0,20.0,24.0,36.0,40.0
3.0,2.0,15.0,815,17.33,3240.0,4.0,12.0,16.0,20.0,32.0,32.0,36.0
4.0,1.0,13.0,815,15.52,4272.0,16.0,20.0,24.0,24.0,24.0,32.0,32.0
3.0,4.0,21.0,815,17.12,3808.0,4.0,12.0,20.0,28.0,32.0,40.0,40.0
3.0,2.0,26.0,815,17.5,1376.0,4.0,4.0,8.0,8.0,12.0,12.0,16.0
3.0,3.0,45.0,815,16.51,5704.0,8.0,16.0,28.0,36.0,36.0,48.0,52.0
3.0,2.0,14.0,815,17.56,2032.0,4.0,8.0,12.0,12.0,12.0,20.0,24.0
3.0,1.0,34.0,815,16.56,6080.0,12.0,24.0,32.0,40.0,52.0,56.0,56.0
3.0,3.0,44.0,815,16.88,2824.0,0.0,8.0,20.0,24.0,24.0,28.0,28.0
4.0,3.0,43.0,815,17.0,2352.0,4.0,8.0,12.0,16.0,24.0,24.0,24.0
4.0,2.0,23.0,815,17.57,2360.0,4.0,4.0,4.0,20.0,24.0,24.0,28.0
4.0,2.0,45.0,815,17.29,1456.0,0.0,4.0,8.0,8.0,16.0,16.0,16.0
4.0,1.0,22.0,815,17.25,736.0,0.0,0.0,4.0,4.0,8.0,8.0,8.0
4.0,4.0,13.0,815,17.5,1720.0,0.0,8.0,8.0,12.0,16.0,16.0,20.0
4.0,4.0,42.0,815,17.93,2728.0,4.0,8.0,8.0,16.0,24.0,32.0,36.0
3.0,2.0,45.0,815,15.8,9136.0,16.0,44.0,56.0,68.0,72.0,72.0,72.0
4.0,4.0,14.0,815,16.11,7632.0,12.0,32.0,48.0,52.0,56.0,64.0,64.0
4.0,2.0,31.0,815,16.58,2592.0,12.0,12.0,16.0,16.0,16.0,20.0,24.0
4.0,1.0,24.0,815,17.77,1592.0,0.0,4.0,8.0,16.0,16.0,16.0,20.0
3.0,2.0,32.0,815,17.37,3208.0,8.0,12.0,16.0,24.0,28.0,32.0,36.0
4.0,2.0,15.0,815,18.33,264.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0
3.0,3.0,42.0,815,14.85,4784.0,4.0,24.0,24.0,32.0,32.0,32.0,32.0
3.0,1.0,23.0,815,14.85,7784.0,16.0,36.0,48.0,52.0,52.0,52.0,52.0
4.0,4.0,15.0,815,17.69,2936.0,0.0,8.0,12.0,20.0,28.0,36.0,36.0
3.0,1.0,32.0,815,15.85,4520.0,12.0,16.0,32.0,32.0,36.0,36.0,36.0
4.0,4.0,25.0,815,16.27,3696.0,4.0,12.0,24.0,28.0,32.0,32.0,32.0
3.0,2.0,32.0,815,16.51,6584.0,16.0,20.0,32.0,40.0,60.0,60.0,60.0
3.0,4.0,45.0,815,16.54,3928.0,8.0,12.0,20.0,24.0,36.0,36.0,36.0
3.0,4.0,43.0,815,16.07,4328.0,8.0,12.0,20.0,20.0,28.0,32.0,36.0
3.0,3.0,34.0,815,15.97,2456.0,4.0,12.0,16.0,20.0,20.0,20.0,20.0
3.0,1.0,25.0,815,17.0,4704.0,12.0,24.0,24.0,40.0,40.0,40.0,48.0
4.0,2.0,36.0,815,17.67,1640.0,0.0,0.0,4.0,16.0,16.0,20.0,20.0
3.0,3.0,25.0,815,15.82,6568.0,16.0,24.0,44.0,48.0,48.0,48.0,52.0
3.0,4.0,36.0,815,17.18,3744.0,4.0,12.0,24.0,28.0,28.0,36.0,40.0
4.0,4.0,31.0,815,17.42,2112.0,0.0,8.0,12.0,16.0,16.0,24.0,24.0
3.0,2.0,21.0,815,16.58,6488.0,12.0,32.0,40.0,48.0,52.0,52.0,60.0
4.0,1.0,31.0,815,16.87,2024.0,0.0,0.0,12.0,20.0,20.0,20.0,20.0
4.0,3.0,12.0,815,16.53,2184.0,4.0,4.0,4.0,12.0,16.0,20.0,20.0
3.0,2.0,12.0,815,16.62,7288.0,12.0,24.0,52.0,52.0,64.0,68.0,68.0
3.0,3.0,45.0,815,16.7,3784.0,8.0,12.0,20.0,32.0,32.0,32.0,36.0
3.0,1.0,41.0,815,17.25,6264.0,12.0,16.0,36.0,40.0,56.0,68.0,68.0
4.0,4.0,46.0,815,17.24,5168.0,8.0,8.0,20.0,24.0,40.0,52.0,56.0
3.0,3.0,12.0,815,15.67,3640.0,4.0,16.0,24.0,28.0,28.0,28.0,28.0
4.0,1.0,36.0,815,17.36,4288.0,0.0,12.0,24.0,36.0,40.0,44.0,48.0
4.0,1.0,15.0,815,17.14,4168.0,0.0,20.0,20.0,28.0,36.0,44.0,44.0
3.0,4.0,34.0,815,16.92,4000.0,8.0,16.0,24.0,24.0,32.0,36.0,40.0
4.0,3.0,34.0,815,16.8,2056.0,4.0,4.0,16.0,16.0,16.0,20.0,20.0
3.0,2.0,23.0,815,16.21,3272.0,4.0,8.0,16.0,20.0,20.0,24.0,28.0
4.0,3.0,45.0,815,16.82,5320.0,12.0,20.0,28.0,36.0,36.0,48.0,52.0
3.0,2.0,25.0,815,17.15,3776.0,0.0,12.0,24.0,28.0,40.0,40.0,40.0
4.0,4.0,24.0,815,17.86,1856.0,0.0,0.0,0.0,16.0,20.0,24.0,24.0
3.0,2.0,42.0,815,16.98,6696.0,12.0,20.0,44.0,56.0,60.0,64.0,68.0
4.0,2.0,25.0,815,17.75,640.0,0.0,0.0,0.0,4.0,8.0,8.0,8.0
4.0,1.0,46.0,815,17.5,1032.0,0.0,4.0,4.0,4.0,12.0,12.0,12.0
3.0,3.0,41.0,815,17.15,3776.0,4.0,12.0,16.0,28.0,40.0,40.0,40.0
4.0,1.0,16.0,815,17.2,3352.0,4.0,12.0,20.0,24.0,28.0,32.0,36.0
3.0,4.0,12.0,815,14.5,632.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,45.0,815,17.57,2360.0,4.0,12.0,12.0,16.0,16.0,20.0,28.0
3.0,2.0,42.0,815,16.98,4328.0,4.0,16.0,16.0,28.0,36.0,44.0,44.0
3.0,2.0,13.0,815,18.04,3504.0,4.0,12.0,20.0,20.0,32.0,36.0,48.0
4.0,1.0,26.0,815,18.92,832.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0
3.0,3.0,46.0,815,16.74,4584.0,12.0,16.0,24.0,24.0,36.0,44.0,44.0
4.0,1.0,45.0,815,17.63,1328.0,0.0,0.0,4.0,12.0,16.0,16.0,16.0
3.0,1.0,12.0,815,18.19,3888.0,0.0,4.0,8.0,24.0,44.0,56.0,56.0
4.0,2.0,43.0,815,17.47,1736.0,4.0,8.0,8.0,12.0,12.0,16.0,20.0
4.0,2.0,32.0,815,16.28,1384.0,0.0,8.0,8.0,12.0,12.0,12.0,12.0
4.0,2.0,24.0,815,18.18,2784.0,0.0,8.0,12.0,20.0,24.0,36.0,40.0
3.0,1.0,16.0,815,17.38,4272.0,4.0,8.0,20.0,36.0,40.0,44.0,48.0
4.0,4.0,22.0,815,17.33,1080.0,0.0,8.0,8.0,8.0,8.0,8.0,12.0
4.0,4.0,44.0,815,16.7,2104.0,4.0,12.0,12.0,16.0,16.0,20.0,20.0
4.0,4.0,41.0,815,16.0,3904.0,8.0,12.0,20.0,28.0,28.0,28.0,32.0
4.0,1.0,33.0,815,16.72,2512.0,0.0,4.0,16.0,24.0,24.0,24.0,24.0
3.0,2.0,43.0,815,17.08,3072.0,4.0,16.0,16.0,20.0,28.0,28.0,32.0
3.0,4.0,44.0,815,16.36,2720.0,4.0,12.0,16.0,16.0,16.0,16.0,24.0
4.0,2.0,42.0,815,17.26,2568.0,8.0,8.0,16.0,16.0,24.0,28.0,28.0
4.0,3.0,11.0,815,16.6,2152.0,4.0,4.0,12.0,16.0,16.0,16.0,20.0
4.0,4.0,33.0,815,18.61,1424.0,0.0,4.0,4.0,8.0,12.0,20.0,24.0
3.0,2.0,23.0,815,17.57,3032.0,4.0,4.0,12.0,24.0,32.0,32.0,36.0
4.0,1.0,35.0,815,18.83,432.0,0.0,0.0,0.0,4.0,4.0,8.0,8.0
3.0,2.0,44.0,815,16.53,2184.0,0.0,8.0,8.0,20.0,20.0,20.0,20.0
3.0,3.0,16.0,815,17.15,3024.0,0.0,12.0,20.0,24.0,24.0,32.0,32.0
3.0,3.0,24.0,815,17.29,2552.0,4.0,4.0,12.0,20.0,24.0,28.0,28.0
3.0,3.0,35.0,815,17.31,4352.0,4.0,8.0,28.0,36.0,40.0,40.0,48.0
4.0,4.0,23.0,815,16.28,1384.0,4.0,4.0,8.0,12.0,12.0,12.0,12.0
3.0,2.0,23.0,815,17.12,2664.0,4.0,12.0,16.0,20.0,20.0,24.0,28.0
4.0,2.0,44.0,815,16.57,3896.0,4.0,8.0,28.0,28.0,36.0,36.0,36.0
3.0,3.0,26.0,815,15.72,3088.0,8.0,16.0,16.0,24.0,24.0,24.0,24.0
3.0,3.0,43.0,815,15.78,3056.0,4.0,8.0,16.0,20.0,20.0,24.0,24.0
4.0,3.0,35.0,815,17.17,3384.0,4.0,4.0,20.0,24.0,36.0,36.0,36.0
3.0,3.0,13.0,815,17.03,3888.0,4.0,8.0,20.0,36.0,36.0,36.0,40.0
4.0,4.0,43.0,815,15.92,1984.0,4.0,4.0,8.0,12.0,12.0,12.0,16.0
3.0,2.0,22.0,815,16.33,4560.0,12.0,16.0,20.0,36.0,36.0,36.0,40.0
4.0,3.0,16.0,815,16.13,3808.0,8.0,16.0,20.0,32.0,32.0,32.0,32.0
4.0,3.0,41.0,815,17.96,4504.0,4.0,12.0,20.0,32.0,40.0,48.0,60.0
3.0,3.0,22.0,815,16.98,2760.0,4.0,8.0,16.0,16.0,28.0,28.0,28.0
4.0,1.0,25.0,815,18.13,3688.0,4.0,12.0,20.0,28.0,28.0,36.0,52.0
3.0,3.0,33.0,815,16.82,4096.0,4.0,20.0,28.0,32.0,36.0,40.0,40.0
4.0,3.0,14.0,815,18.07,2024.0,0.0,4.0,12.0,12.0,24.0,24.0,28.0
3.0,2.0,34.0,815,17.72,3232.0,0.0,8.0,20.0,28.0,28.0,32.0,40.0
4.0,2.0,12.0,815,17.61,2000.0,8.0,8.0,8.0,12.0,16.0,16.0,24.0
3.0,2.0,46.0,815,17.0,1960.0,0.0,8.0,8.0,16.0,20.0,20.0,20.0
3.0,3.0,26.0,815,17.33,4320.0,0.0,16.0,20.0,32.0,44.0,44.0,48.0
4.0,2.0,16.0,815,17.93,2120.0,0.0,0.0,16.0,16.0,20.0,24.0,28.0
3.0,4.0,14.0,815,15.57,3704.0,8.0,12.0,20.0,24.0,24.0,28.0,28.0
4.0,4.0,26.0,815,16.89,3624.0,12.0,12.0,16.0,28.0,28.0,32.0,36.0
3.0,1.0,43.0,815,16.96,4752.0,8.0,16.0,24.0,36.0,44.0,44.0,48.0
4.0,3.0,25.0,815,16.35,4088.0,8.0,8.0,24.0,32.0,32.0,36.0,36.0
3.0,4.0,33.0,815,16.61,3864.0,12.0,16.0,20.0,24.0,28.0,32.0,36.0
4.0,4.0,16.0,815,17.67,2296.0,4.0,8.0,8.0,8.0,16.0,24.0,28.0
3.0,1.0,22.0,815,15.92,4960.0,20.0,20.0,28.0,36.0,40.0,40.0,40.0
4.0,1.0,14.0,815,17.46,1392.0,4.0,4.0,8.0,8.0,8.0,16.0,16.0
3.0,4.0,46.0,815,18.83,648.0,0.0,0.0,0.0,8.0,8.0,8.0,12.0
3.0,2.0,33.0,815,17.11,6096.0,8.0,16.0,36.0,48.0,52.0,56.0,64.0
4.0,1.0,42.0,815,16.42,1792.0,4.0,8.0,8.0,12.0,16.0,16.0,16.0
4.0,2.0,41.0,815,18.02,2056.0,0.0,0.0,8.0,20.0,20.0,24.0,28.0
3.0,1.0,44.0,815,16.67,2120.0,0.0,4.0,12.0,20.0,20.0,20.0,20.0
4.0,3.0,13.0,815,17.85,2480.0,4.0,4.0,12.0,12.0,16.0,20.0,32.0
3.0,1.0,13.0,815,15.13,2856.0,12.0,12.0,12.0,12.0,12.0,20.0,20.0
4.0,2.0,22.0,815,15.79,2032.0,4.0,12.0,12.0,12.0,16.0,16.0,16.0
3.0,1.0,46.0,815,16.04,6296.0,20.0,24.0,36.0,40.0,48.0,48.0,52.0
3.0,3.0,36.0,815,17.44,5600.0,4.0,12.0,28.0,44.0,52.0,56.0,64.0
4.0,3.0,26.0,815,14.79,2416.0,12.0,12.0,12.0,16.0,16.0,16.0,16.0
3.0,1.0,21.0,815,14.98,5272.0,12.0,24.0,32.0,36.0,36.0,36.0,36.0
4.0,1.0,43.0,815,16.55,3048.0,8.0,12.0,16.0,24.0,28.0,28.0,28.0
3.0,2.0,13.0,815,17.6,4016.0,4.0,8.0,20.0,32.0,36.0,44.0,48.0
3.0,1.0,36.0,815,15.89,5984.0,16.0,24.0,40.0,44.0,48.0,48.0,48.0
3.0,3.0,32.0,815,17.67,3280.0,0.0,4.0,16.0,28.0,36.0,40.0,40.0
3.0,4.0,16.0,815,17.67,1312.0,0.0,4.0,8.0,8.0,12.0,16.0,16.0
3.0,2.0,41.0,815,16.54,6976.0,12.0,28.0,44.0,52.0,60.0,64.0,64.0
3.0,1.0,35.0,815,15.33,7728.0,20.0,32.0,48.0,52.0,56.0,56.0,56.0
3.0,4.0,11.0,815,16.44,2672.0,4.0,12.0,20.0,20.0,20.0,24.0,24.0
4.0,1.0,21.0,815,16.97,2368.0,8.0,8.0,8.0,12.0,16.0,16.0,24.0
3.0,4.0,25.0,815,17.53,1704.0,4.0,4.0,8.0,12.0,16.0,16.0,20.0
3.0,2.0,35.0,815,14.78,5448.0,12.0,20.0,24.0,28.0,36.0,36.0,36.0
4.0,4.0,32.0,815,18.83,864.0,0.0,0.0,0.0,8.0,8.0,12.0,16.0
3.0,4.0,15.0,815,18.78,664.0,0.0,0.0,0.0,4.0,8.0,12.0,12.0
3.0,2.0,43.0,815,17.69,2608.0,4.0,4.0,12.0,20.0,20.0,24.0,32.0
3.0,1.0,26.0,815,16.38,4968.0,12.0,20.0,28.0,36.0,44.0,44.0,44.0
4.0,3.0,44.0,815,17.0,2352.0,4.0,8.0,16.0,16.0,20.0,20.0,24.0
3.0,2.0,45.0,815,16.94,2384.0,4.0,8.0,16.0,16.0,20.0,20.0,24.0
4.0,1.0,11.0,815,17.6,1672.0,4.0,4.0,4.0,12.0,12.0,20.0,20.0
3.0,2.0,24.0,815,16.67,2968.0,4.0,4.0,8.0,20.0,24.0,24.0,28.0
3.0,3.0,36.0,815,17.07,1928.0,4.0,8.0,8.0,16.0,16.0,20.0,20.0
3.0,2.0,25.0,815,17.83,936.0,0.0,0.0,8.0,8.0,8.0,12.0,12.0
3.0,3.0,46.0,815,17.46,4520.0,8.0,12.0,16.0,28.0,48.0,52.0,52.0
4.0,4.0,36.0,815,16.28,4152.0,8.0,20.0,32.0,32.0,32.0,32.0,36.0
4.0,4.0,14.0,815,18.42,2560.0,4.0,4.0,12.0,16.0,20.0,32.0,40.0
3.0,2.0,31.0,815,16.46,5328.0,16.0,24.0,28.0,36.0,44.0,48.0,48.0
4.0,3.0,21.0,815,17.04,3104.0,4.0,4.0,12.0,16.0,28.0,32.0,32.0
3.0,4.0,13.0,815,16.52,4384.0,4.0,12.0,24.0,32.0,32.0,40.0,40.0
4.0,3.0,36.0,815,15.69,3104.0,8.0,16.0,24.0,24.0,24.0,24.0,24.0
3.0,4.0,32.0,815,16.9,2008.0,0.0,0.0,12.0,20.0,20.0,20.0,20.0
3.0,4.0,31.0,815,16.11,2864.0,8.0,12.0,20.0,20.0,20.0,24.0,24.0
4.0,3.0,24.0,815,16.6,4304.0,4.0,16.0,28.0,28.0,32.0,36.0,40.0
4.0,1.0,12.0,815,17.06,1160.0,4.0,4.0,4.0,4.0,12.0,12.0,12.0
4.0,1.0,23.0,815,16.44,4904.0,4.0,24.0,28.0,32.0,36.0,44.0,44.0
3.0,3.0,14.0,812,17.46,4520.0,0.0,4.0,24.0,28.0,52.0,52.0,52.0
3.0,4.0,46.0,812,16.45,5784.0,8.0,20.0,36.0,48.0,52.0,52.0,52.0
4.0,1.0,36.0,812,18.67,232.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0
4.0,1.0,25.0,812,16.17,7080.0,24.0,24.0,28.0,44.0,56.0,56.0,60.0
3.0,4.0,13.0,812,16.18,7064.0,16.0,32.0,40.0,52.0,60.0,60.0,60.0
4.0,1.0,42.0,812,16.17,7552.0,8.0,28.0,40.0,60.0,64.0,64.0,64.0
3.0,4.0,45.0,812,16.14,7112.0,20.0,28.0,40.0,48.0,52.0,52.0,60.0
3.0,4.0,44.0,812,15.32,12176.0,44.0,60.0,76.0,84.0,84.0,84.0,88.0
4.0,2.0,21.0,812,16.44,8472.0,4.0,32.0,52.0,68.0,68.0,72.0,76.0
4.0,2.0,22.0,812,16.13,9520.0,24.0,48.0,60.0,68.0,72.0,76.0,80.0
3.0,4.0,33.0,812,16.12,8104.0,24.0,36.0,44.0,56.0,64.0,64.0,68.0
4.0,1.0,15.0,812,16.49,8376.0,16.0,28.0,52.0,60.0,72.0,72.0,76.0
4.0,1.0,32.0,812,16.18,6120.0,16.0,28.0,40.0,40.0,44.0,52.0,52.0
4.0,2.0,44.0,812,16.42,7168.0,24.0,32.0,40.0,48.0,56.0,56.0,64.0
3.0,3.0,34.0,812,17.33,5040.0,4.0,12.0,16.0,48.0,52.0,52.0,56.0
4.0,2.0,16.0,812,17.67,3936.0,8.0,12.0,24.0,28.0,32.0,32.0,48.0
4.0,1.0,43.0,812,15.75,11264.0,44.0,48.0,64.0,68.0,76.0,88.0,88.0
3.0,4.0,42.0,812,15.52,9080.0,28.0,36.0,40.0,64.0,68.0,68.0,68.0
3.0,4.0,12.0,812,15.69,9832.0,36.0,40.0,64.0,72.0,72.0,76.0,76.0
3.0,1.0,46.0,812,14.14,12664.0,36.0,56.0,68.0,72.0,72.0,76.0,76.0
3.0,4.0,16.0,812,17.65,6264.0,12.0,16.0,28.0,36.0,52.0,64.0,76.0
4.0,1.0,22.0,812,15.79,9152.0,24.0,44.0,56.0,72.0,72.0,72.0,72.0
4.0,2.0,46.0,812,16.46,7544.0,24.0,32.0,44.0,48.0,56.0,60.0,68.0
4.0,2.0,33.0,812,16.1,8136.0,16.0,32.0,48.0,64.0,64.0,64.0,68.0
3.0,1.0,36.0,812,16.56,4776.0,4.0,20.0,28.0,32.0,40.0,44.0,44.0
4.0,1.0,21.0,812,16.55,6096.0,12.0,24.0,36.0,48.0,52.0,52.0,56.0
4.0,2.0,43.0,812,16.39,8568.0,20.0,40.0,52.0,60.0,64.0,64.0,76.0
3.0,4.0,41.0,812,17.82,5944.0,4.0,12.0,24.0,44.0,64.0,68.0,76.0
3.0,4.0,24.0,812,16.81,6152.0,8.0,16.0,24.0,48.0,52.0,60.0,60.0
4.0,2.0,35.0,812,16.0,6832.0,12.0,32.0,44.0,48.0,48.0,52.0,56.0
4.0,2.0,42.0,812,16.41,6728.0,16.0,28.0,44.0,52.0,56.0,56.0,60.0
4.0,2.0,13.0,812,16.24,6512.0,16.0,32.0,32.0,44.0,48.0,56.0,56.0
3.0,4.0,15.0,812,15.56,9552.0,28.0,44.0,52.0,64.0,68.0,68.0,72.0
4.0,2.0,26.0,812,16.51,6144.0,4.0,20.0,40.0,48.0,52.0,56.0,56.0
3.0,4.0,34.0,812,15.0,8176.0,16.0,28.0,44.0,48.0,52.0,52.0,56.0
3.0,4.0,35.0,812,16.14,9016.0,20.0,40.0,56.0,64.0,68.0,72.0,76.0
4.0,1.0,13.0,812,16.54,5672.0,12.0,20.0,40.0,40.0,44.0,52.0,52.0
4.0,1.0,31.0,812,16.48,9728.0,16.0,40.0,60.0,72.0,84.0,88.0,88.0
3.0,4.0,14.0,812,17.75,5120.0,0.0,8.0,28.0,40.0,48.0,56.0,64.0
3.0,4.0,32.0,812,17.58,5376.0,4.0,4.0,28.0,36.0,52.0,60.0,64.0
4.0,2.0,12.0,812,16.97,5128.0,12.0,20.0,28.0,36.0,44.0,52.0,52.0
3.0,4.0,43.0,812,16.83,8160.0,16.0,28.0,48.0,60.0,68.0,72.0,80.0
3.0,4.0,23.0,812,17.05,6192.0,4.0,16.0,40.0,44.0,48.0,56.0,64.0
4.0,1.0,44.0,812,16.95,6352.0,12.0,36.0,40.0,40.0,44.0,56.0,64.0
3.0,3.0,44.0,812,16.74,5840.0,12.0,20.0,24.0,36.0,40.0,48.0,56.0
3.0,4.0,25.0,812,16.36,8160.0,20.0,36.0,52.0,60.0,60.0,68.0,72.0
4.0,1.0,35.0,812,16.98,6696.0,12.0,24.0,32.0,48.0,56.0,64.0,68.0
3.0,4.0,22.0,812,17.22,4448.0,4.0,12.0,24.0,28.0,44.0,48.0,48.0
4.0,1.0,24.0,812,15.55,9032.0,24.0,36.0,40.0,52.0,60.0,60.0,68.0
4.0,2.0,23.0,812,15.78,10696.0,24.0,44.0,64.0,76.0,84.0,84.0,84.0
4.0,1.0,34.0,812,15.61,3152.0,12.0,12.0,20.0,20.0,24.0,24.0,24.0
4.0,2.0,34.0,812,17.3,3992.0,12.0,16.0,20.0,28.0,28.0,32.0,44.0
4.0,2.0,32.0,812,16.88,6856.0,8.0,28.0,36.0,48.0,60.0,68.0,68.0
4.0,1.0,12.0,812,15.81,9120.0,28.0,32.0,48.0,60.0,72.0,72.0,72.0
4.0,1.0,14.0,812,16.61,6440.0,24.0,24.0,32.0,32.0,48.0,56.0,60.0
4.0,1.0,16.0,812,16.16,7568.0,20.0,44.0,48.0,52.0,56.0,64.0,64.0
3.0,4.0,21.0,812,16.49,7496.0,20.0,24.0,36.0,56.0,64.0,68.0,68.0
4.0,2.0,25.0,812,17.72,6136.0,4.0,20.0,32.0,40.0,56.0,68.0,76.0
4.0,2.0,15.0,812,17.23,4808.0,8.0,16.0,28.0,36.0,44.0,44.0,52.0
4.0,2.0,24.0,812,15.87,8504.0,16.0,40.0,52.0,64.0,68.0,68.0,68.0
3.0,4.0,36.0,812,17.23,8128.0,12.0,24.0,32.0,52.0,68.0,80.0,88.0
3.0,3.0,24.0,812,15.57,5296.0,12.0,20.0,32.0,32.0,40.0,40.0,40.0
4.0,2.0,36.0,812,14.11,11384.0,44.0,56.0,68.0,68.0,68.0,68.0,68.0
4.0,1.0,46.0,812,15.61,5784.0,16.0,32.0,40.0,44.0,44.0,44.0,44.0
4.0,1.0,26.0,812,14.75,9728.0,36.0,40.0,60.0,64.0,64.0,64.0,64.0
3.0,4.0,26.0,812,17.03,7400.0,12.0,24.0,40.0,56.0,64.0,68.0,76.0
4.0,2.0,31.0,812,15.54,9048.0,20.0,40.0,56.0,64.0,64.0,64.0,68.0
3.0,3.0,15.0,812,16.64,5544.0,8.0,20.0,32.0,40.0,44.0,52.0,52.0
3.0,4.0,31.0,812,17.56,2704.0,8.0,8.0,12.0,16.0,20.0,24.0,32.0
4.0,2.0,45.0,812,16.44,8912.0,20.0,40.0,56.0,56.0,64.0,68.0,80.0
4.0,1.0,45.0,812,16.48,7952.0,20.0,24.0,52.0,64.0,64.0,64.0,72.0
4.0,2.0,14.0,812,16.44,6680.0,12.0,20.0,44.0,52.0,60.0,60.0,60.0
4.0,2.0,41.0,812,15.37,11528.0,40.0,48.0,64.0,76.0,80.0,84.0,84.0
4.0,1.0,33.0,812,16.01,6816.0,16.0,24.0,36.0,44.0,48.0,52.0,56.0
4.0,1.0,23.0,812,16.9,6024.0,16.0,28.0,32.0,40.0,52.0,56.0,60.0
4.0,1.0,41.0,812,14.34,13592.0,56.0,76.0,80.0,84.0,84.0,84.0,84.0
